,id,FILING-DATE,CIK,CONFORMED-NAME,type,ASSIGNED-SIC,CITY,STATE,ZIP,filing-year,10k-min-year
92140,6567315,2009-12-09,1478176,"EURO SOLAR PARKS, INC.",S-1,,HO-HO-KUS,NJ,07423,2009,2011.0
92145,6564413,2009-12-08,946090,FIRST MARINER BANCORP,S-1,6022.0,BALTIMORE,MD,21224,2009,2009.0
92146,6564682,2009-12-08,1375793,GTX CORP,S-1,3663.0,"LOS ANGELES,",CA,90015,2009,2009.0
92147,6564684,2009-12-08,1477247,"Bridge Private Lending, LP",S-1,,TOWSON,MD,21204,2009,
92148,6564744,2009-12-08,1477776,ATTUNE RTD,S-1,,PALM SPRINGS,CA,92262,2009,2011.0
92158,6563146,2009-12-07,1476978,LL Services Inc.,S-1,,MONTEREY,CA,93940,2009,
92159,6562411,2009-12-07,216039,GRUBB & ELLIS CO,S-1,6531.0,CHICAGO,IL,60661,2009,2009.0
92161,6563771,2009-12-07,1477439,"BARD HOLDING, INC.",S-1,,PHILADELPHIA,PA,19124,2009,
92163,6562269,2009-12-07,1407384,"Film Department Holdings, Inc.",S-1,,West Hollywood,CA,90069,2009,
92164,6561080,2009-12-04,1384731,PE Environmental Funding LLC,S-1,6189.0,LAS VEGAS,NV,89119,2009,2010.0
92167,6561352,2009-12-04,1477032,"Triangle Castings, Inc.",S-1,,CARY,NC,27518,2009,2011.0
92176,6560732,2009-12-04,318299,"SPARTA COMMERCIAL SERVICES, INC.",S-1,6199.0,NEW YORK,NY,10018,2009,2009.0
92180,6557025,2009-12-03,1099932,CENTRA FINANCIAL HOLDINGS INC,S-1,6021.0,MORGANTOWN,WV,26507-0656,2009,2009.0
92181,6557103,2009-12-03,1092699,SPS COMMERCE INC,S-1,,MINNEAPOLIS,MN,55402,2009,2011.0
92187,6556455,2009-12-02,1463959,Divine Skin Inc.,S-1,2844.0,MIAMI,FL,33154,2009,2010.0
92188,6554948,2009-12-02,1473490,"MY CATALOGS ONLINE, INC.",S-1,,FT. LAUDERDALE,FL,33309,2009,2010.0
92190,6556019,2009-12-02,1477422,LIN AN TENGDA FOOD CORP,S-1,,"LIN'AN CITY, ZHEJIANG PROVINCE",F4,00000,2009,
92194,6555335,2009-12-02,1328790,CHINA MEDICINE CORP,S-1,5122.0,"YUEXIU DISTRICT , GUANGZHOU,",F4,510600,2009,2009.0
92195,6555605,2009-12-02,1411586,OMNICITY CORP.,S-1,1090.0,VANCOUVER,A1,V6B 2E2,2009,2009.0
92198,6552878,2009-12-01,1413181,"SECURITY SOLUTIONS GROUP, INC.",S-1,6770.0,LAS VEGAS,NV,89103,2009,2009.0
92202,6553580,2009-12-01,927807,INTERVEST BANCSHARES CORP,S-1,6021.0,NEW YORK,NY,10020-2002,2009,2009.0
92204,6552824,2009-12-01,1325955,"Alon USA Energy, Inc.",S-1,2911.0,DALLAS,TX,75251,2009,2009.0
92227,6550469,2009-11-30,23503,CONOLOG CORP,S-1,3679.0,SOMERVILLE,NJ,08876-3588,2009,2009.0
92237,6549344,2009-11-27,1476750,"RedPrairie Holding, Inc.",S-1,,WAUKESHA,WI,53186,2009,
92238,6548923,2009-11-27,357097,"Fibrocell Science, Inc.",S-1,2834.0,EXTON,PA,19341,2009,2009.0
92241,6549451,2009-11-27,1172136,US GEOTHERMAL INC,S-1,4911.0,BOISE,ID,83706,2009,2009.0
92242,6549457,2009-11-27,1117057,American Lorain CORP,S-1,2030.0,"LINYI, SHANDONG",F4,276600,2009,2009.0
92252,6547756,2009-11-25,745981,MIDSOUTH BANCORP INC,S-1,6021.0,LAFAYETTE,LA,70501,2009,2009.0
92259,6547778,2009-11-25,858339,HARRAHS ENTERTAINMENT INC,S-1,7990.0,LAS VEGAS,NV,89109,2009,2009.0
92269,6548361,2009-11-25,1477009,Promap Corp,S-1,,CENTENNIAL,CO,80112,2009,2011.0
92270,6547597,2009-11-25,1232524,JAZZ PHARMACEUTICALS INC,S-1,2834.0,PALO ALTO,CA,94304,2009,2009.0
92275,6547610,2009-11-25,1477294,Sensata Technologies Holding B.V.,S-1,,ALMEMO,P7,7602 EM,2009,2011.0
92278,6547375,2009-11-25,1410098,CorMedix Inc.,S-1,,Summit,NJ,07901,2009,2011.0
92287,6546929,2009-11-25,1466538,"COWEN GROUP, INC.",S-1,6211.0,NEW YORK,NY,10020,2009,2010.0
92296,6544936,2009-11-24,1425808,STRATEGIC AMERICAN OIL CORP,S-1,1311.0,CORPUS CHRISTI,TX,78473,2009,2009.0
92321,6542633,2009-11-23,1296612,"Telegent Systems, Inc",S-1,,SUNNYVALE,CA,94085,2009,
92322,6542889,2009-11-23,1455819,PEOPLESTRING CORP,S-1,,RED BANK,NJ,07701,2009,2011.0
92323,6541374,2009-11-23,1343504,True North Finance Corp,S-1,6162.0,MINNEAPOLIS,MN,55410,2009,2009.0
92334,6539315,2009-11-20,1410064,"ARYx Therapeutics, Inc.",S-1,2834.0,FREMONT,CA,94555,2009,2009.0
92342,6539097,2009-11-20,813779,CRIMSON EXPLORATION INC.,S-1,1311.0,HOUSTON,TX,77002,2009,2009.0
92343,6539901,2009-11-20,1453814,"Medidata Solutions, Inc.",S-1,7372.0,NEW YORK,NY,10003,2009,2010.0
92344,6538637,2009-11-20,744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,S-1,,GREENWOOD VILLAGE,CO,80111,2009,2009.0
92348,6539699,2009-11-20,1368196,Emerald Acquisition CORP,S-1,6770.0,SHANDONG,F4,265200,2009,2009.0
92352,6539977,2009-11-20,1406666,CALIX NETWORKS INC,S-1,,PETALUMA,CA,95954,2009,2011.0
92353,6539210,2009-11-20,1446847,IRONWOOD PHARMACEUTICALS INC,S-1,,CAMBRIDGE,MA,02141,2009,2010.0
92354,6539984,2009-11-20,1408710,Fabrinet,S-1,3661.0,PATUMTHANEE,W1,12130,2009,2010.0
92361,6537006,2009-11-19,1117297,"QUINSTREET, INC",S-1,,FOSTER CITY,CA,94404,2009,2010.0
92364,6537043,2009-11-19,1140098,"ADVANCED CELL TECHNOLOGY, INC.",S-1,2834.0,WORCESTER,MA,01605,2009,2009.0
92365,6538082,2009-11-19,1341766,"Celsius Holdings, Inc.",S-1,2086.0,DELRAY BEACH,FL,33483,2009,2009.0
92368,6537110,2009-11-19,1476467,DREAMFLY PRODUCTIONS Corp,S-1,,DALLAS,TX,75204,2009,
92369,6536866,2009-11-19,1224608,CONSECO INC,S-1,6321.0,CARMEL,IN,46032,2009,2009.0
92375,6535484,2009-11-18,1476638,"MIB Digital, Inc.",S-1,,DULUTH,GA,30097,2009,2011.0
92385,6535869,2009-11-18,1082564,FIRST COMMUNITY BANK CORP OF AMERICA,S-1,6035.0,PINELLAS PARK,FL,33782,2009,2009.0
92388,6535888,2009-11-18,1102287,PREMIERWEST BANCORP,S-1,6021.0,MEDFORD,OR,97501,2009,2009.0
92389,6535131,2009-11-18,1306109,National Health Partners Inc,S-1,8090.0,HORSHAM,PA,19044,2009,2009.0
92399,6533248,2009-11-17,1303849,"Avantair, Inc",S-1,4522.0,CLEARWATER,FL,33762,2009,2009.0
92405,6529047,2009-11-16,892160,"DERMA SCIENCES, INC.",S-1,3841.0,PRINCETON,NJ,08540,2009,2009.0
92407,6528828,2009-11-16,1474940,"Hirschfeld Industries, Inc.",S-1,,SAN ANGELO,TX,76903,2009,
92417,6530039,2009-11-16,1476719,57th Street General Acquisition Corp,S-1,,NEW YORK,NY,10022,2009,2011.0
92430,6526786,2009-11-13,1472174,PHYHEALTH Corp,S-1,,MIAMI,FL,33166,2009,2011.0
92435,6525043,2009-11-13,1473591,Nature's Call Brands Inc.,S-1,,OAK BROOK,IL,60523,2009,2011.0
92457,6520345,2009-11-12,1230622,CAPITAL RESERVE CANADA LTD,S-1,1382.0,CALGARY ALBERTA,A0,00000,2009,
92462,6519856,2009-11-12,1392199,SONGWAVE INDUSTRIES INC,S-1,,HUNTINGTON BEACH,CA,92647,2009,
92463,6519345,2009-11-12,928592,PVF CAPITAL CORP,S-1,6035.0,SOLON,OH,44139,2009,2009.0
92464,6521651,2009-11-12,1474627,Dehaier Medical Systems Ltd,S-1,,"HAIDIAN DISTRICT, BEIJING",F4,100089,2009,2010.0
92470,6520984,2009-11-12,1476600,CIS WORLD INC,S-1,,CHICAGO,IL,60602,2009,
92473,6519460,2009-11-12,928592,PVF CAPITAL CORP,S-1,6035.0,SOLON,OH,44139,2009,2009.0
92484,6519537,2009-11-12,1323163,XSTREAM SYSTEMS INC,S-1,,SEBASTIAN,FL,32958,2009,
92494,6517395,2009-11-10,1458868,HYPERERA INC,S-1,,CHICAGO,IL,60616,2009,2011.0
92495,6518440,2009-11-10,1473334,"Stevens Resources, Inc.",S-1,,SPOKANE,WA,99208,2009,2010.0
92508,6510349,2009-11-06,921547,HERITAGE OAKS BANCORP,S-1,6022.0,PASO ROBLES,CA,93446,2009,2009.0
92509,6509838,2009-11-06,1420302,"LogMeIn, Inc.",S-1,7372.0,WOBURN,MA,01801,2009,2010.0
92511,6510954,2009-11-06,1368964,"La Cortez Energy, Inc.",S-1,1311.0,BOGOTA,F8,00000,2009,2009.0
92512,6510191,2009-11-06,866970,LIGHTING SCIENCE GROUP CORP,S-1,3640.0,SATELLITE BEACH,FL,32937,2009,2009.0
92514,6511789,2009-11-06,1138817,FIRST SECURITY GROUP INC/TN,S-1,6021.0,CHATTANOOGA,TN,37402,2009,2009.0
92516,6511604,2009-11-06,1356857,Trius Therapeutics Inc,S-1,,SAN DIEGO,CA,92121,2009,2011.0
92517,6511614,2009-11-06,1288469,MAXLINEAR INC,S-1,,CARLSBAL,CA,92009,2009,2011.0
92518,6507268,2009-11-05,1289480,"Real Mex Restaurants, Inc.",S-1,5810.0,CYPRESS,CA,90630,2009,2009.0
92520,6508564,2009-11-05,1475922,"Primerica, Inc.",S-1,,DULUTH,GA,30099,2009,2011.0
92525,6504552,2009-11-04,12978,OFFICEMAX INC,S-1,5110.0,NAPERVILLE,IL,60563,2009,2009.0
92528,6503700,2009-11-03,1459287,"Essense Water, Inc.",S-1,,SPOKANE,WA,99203,2009,2010.0
92529,6502274,2009-11-03,1140028,Hana Biosciences Inc,S-1,2834.0,SOUTH SAN FRANCISCO,CA,94080,2009,2009.0
92530,6503623,2009-11-03,1395301,"Corbridge Group, Inc.",S-1,,HOUSTON,TX,77060-3287,2009,
92531,6500358,2009-11-02,1061504,GPC CAPITAL CORP II,S-1,3080.0,YORK,PA,17402,2009,
92532,6501942,2009-11-02,1289496,"Cord Blood America, Inc.",S-1,8071.0,LAS VEGAS,NV,89119,2009,2009.0
92535,6499279,2009-11-02,1475795,"SEA STAR GROUP, INC.",S-1,,MOORESVILLE,NC,28116,2009,
92538,6497551,2009-10-30,1474439,"TNAV Holdings, Inc.",S-1,,SUNNYVALE,CA,94086,2009,2010.0
92541,6496306,2009-10-30,1267602,ALIMERA SCIENCES INC,S-1,2834.0,ALPHARETTA,GA,30005,2009,2011.0
92545,6497380,2009-10-30,1384732,MP Environmental Funding LLC,S-1,6189.0,LAS VEGAS,NV,89119,2009,2010.0
92548,6496481,2009-10-30,1120370,"BROADWIND ENERGY, INC.",S-1,3360.0,NAPERVILLE,IL,60540,2009,2009.0
92551,6497011,2009-10-30,1196298,NEPHROS INC,S-1,3841.0,"RIVER EDGE,",NJ,07661,2009,2009.0
92573,6494625,2009-10-29,917523,"Nexxus Lighting, Inc.",S-1,3357.0,ORLANDO,FL,32819,2009,2009.0
92576,6494118,2009-10-29,1475065,"Online Tele-Solutions, Inc.",S-1,,TAMPINES ST. 23,U0,521225,2009,2011.0
92586,6492005,2009-10-28,1134203,TALEO CORP,S-1,7372.0,DUBLIN,CA,94568,2009,2009.0
92588,6491252,2009-10-28,1309442,HEALTH BENEFITS DIRECT CORP,S-1,6411.0,RADNOR,PA,19087,2009,2009.0
92589,6491773,2009-10-28,1396878,"United States Gasoline Fund, LP",S-1,6221.0,ALAMEDA,CA,94502,2009,2009.0
92590,6492030,2009-10-28,1128188,ALDAGEN INC,S-1,2836.0,DURHAM,NC,27713,2009,
92591,6491776,2009-10-28,1396877,"United States Heating Oil Fund, LP",S-1,6221.0,ALAMEDA,CA,94502,2009,2009.0
92609,6488828,2009-10-27,318306,ACCESS PHARMACEUTICALS INC,S-1,2834.0,DALLAS,TX,75207,2009,2009.0
92613,6487592,2009-10-26,721994,LAKELAND FINANCIAL CORP,S-1,6022.0,WARSAW,IN,46581,2009,2009.0
92614,6487622,2009-10-26,1475273,PASSPORT ARTS INC.,S-1,,MONTREAL,A8,H3W 2Y1,2009,2010.0
92617,6488178,2009-10-26,1428669,"SolarWinds, Inc.",S-1,7372.0,AUSTIN,TX,78749,2009,2010.0
92627,6486187,2009-10-23,1210227,BNC BANCORP,S-1,6021.0,THOMASVILLE,NC,27361-1148,2009,2009.0
92632,6483976,2009-10-22,1071992,CAPITAL BANK CORP,S-1,6022.0,RALEIGH,NC,27619-8949,2009,2009.0
92635,6484247,2009-10-22,1100397,"Advaxis, Inc.",S-1,2834.0,NORTH BRUNSWICK,NJ,08902,2009,2010.0
92638,6483636,2009-10-22,1041368,RIVERVIEW BANCORP INC,S-1,6035.0,VANCOUVER,WA,98660,2009,2009.0
92644,6482370,2009-10-21,1108236,AMERICAN RIVER BANKSHARES,S-1,6022.0,RANCHO CORDOVA,CA,95670,2009,2009.0
92646,6482391,2009-10-21,1471597,"Freedom Group, Inc.",S-1,,MADISON,NC,27025,2009,
92648,6482933,2009-10-21,1474315,"Imperial Capital Group, Inc.",S-1,,LOS ANGELES,CA,90067,2009,
92651,6480962,2009-10-20,1470806,"Pebble U.S. Market Fund, LLC",S-1,,METAIRIE,LA,70002,2009,
92652,6480990,2009-10-20,1474735,GENERAC HOLDINGS INC.,S-1,,WAUKESHA,WI,53187,2009,2010.0
92656,6482602,2009-10-20,1474167,PRIME ESTATES & DEVELOPMENTS INC,S-1,,SKOKLE,IL,60076,2009,2010.0
92658,6481892,2009-10-20,1474227,"Audience Productions, Inc.",S-1,,SEATTLE,X1,98103,2009,2010.0
92659,6480890,2009-10-20,1344413,Alexza Pharmaceuticals Inc.,S-1,2834.0,MOUNTAIN VIEW,CA,94043,2009,2009.0
92665,6480205,2009-10-19,1473637,Sandalwood Ventures,S-1,,ABERDEEN,X0,ABI17LH,2009,2010.0
92667,6479221,2009-10-19,1210618,"Solar Power, Inc.",S-1,3674.0,ROSEVILLE,CA,95661,2009,2009.0
92671,6477574,2009-10-16,1311486,Global Geophysical Services Inc,S-1,1382.0,HOUSTON,TX,77042,2009,2011.0
92672,6478093,2009-10-16,1295976,"Cellu Tissue Holdings, Inc.",S-1,2621.0,ALPHARETTA,GA,30004,2009,2009.0
92676,6477625,2009-10-16,1474308,"MOMENTUM HEALTHCARE SERVICES, INC.",S-1,,ANNAPOLIS,MD,21401,2009,
92679,6477934,2009-10-16,1469040,"NEW AIR, INC.",S-1,,NEW HAVEN,CT,06511,2009,
92680,6477741,2009-10-16,1472277,Secure Luggage Solutions Inc.,S-1,,PHOENIX,AZ,85016,2009,2011.0
92682,6476033,2009-10-15,95572,SUPERIOR SILVER MINES INC,S-1,1040.0,,,,2009,2009.0
92683,6476298,2009-10-15,1421204,GENSPERA INC,S-1,2834.0,SANTA MONICA,CA,90403,2009,2009.0
92686,6475806,2009-10-15,1377469,"Pegasus Tel, Inc",S-1,4812.0,SYRACUSE,NY,13203,2009,2010.0
92687,6476600,2009-10-15,719413,HECLA MINING CO/DE/,S-1,1400.0,COEUR D'ALENE,ID,83815-9408,2009,2009.0
92690,6476621,2009-10-15,1051871,CITIZENS SOUTH BANKING CORP,S-1,6035.0,GASTONIA,NC,28053-2249,2009,2009.0
92700,6474765,2009-10-14,1469114,"Stone Harbor Investments, Inc.",S-1,,SEMINOLE,FL,33772,2009,2010.0
92701,6474767,2009-10-14,1368993,"WaferGen Bio-systems, Inc.",S-1,3826.0,FREMONT,CA,94538,2009,2009.0
92703,6475034,2009-10-14,1325670,Southern National Bancorp of Virginia Inc,S-1,6022.0,CHARLOTTESVILLE,VA,22911,2009,2009.0
92705,6474276,2009-10-14,1474042,Baltic Trading Ltd,S-1,,NEW YORK,NY,10171,2009,2011.0
92707,6475051,2009-10-14,1364856,"Monarch Financial Holdings, Inc.",S-1,6022.0,CHESAPEAKE,VA,23320,2009,2009.0
92709,6474817,2009-10-14,1472862,Shawcore Development Corp,S-1,,"DEEPCAR, SHEFFIELD",X0,S362RB,2009,2010.0
92715,6474415,2009-10-14,1472688,GHN Agrispan Holding Co,S-1,,LAS VEGAS,NV,89108,2009,2010.0
92717,6474454,2009-10-14,1011509,Golden Minerals Co,S-1,1040.0,GOLDEN,CO,80401,2009,2009.0
92720,6474738,2009-10-14,1421526,"CHINA ELECTRIC MOTOR, INC.",S-1,3621.0,SHENZHEN GUANGDONG,F4,00000,2009,2009.0
92726,6472967,2009-10-13,815353,EMERALD DAIRY INC,S-1,2020.0,"RESTON,",VA,20190,2009,2009.0
92748,6472504,2009-10-13,1474299,"National Beef, Inc.",S-1,,KANSAS CITY,MO,64163,2009,
92770,6472802,2009-10-13,1285701,"MMR Information Systems, Inc.",S-1,7389.0,LOS ANGELES,CA,90077,2009,2009.0
92778,6473603,2009-10-13,1341766,"Celsius Holdings, Inc.",S-1,2086.0,DELRAY BEACH,FL,33483,2009,2009.0
92807,6472431,2009-10-13,1140098,"ADVANCED CELL TECHNOLOGY, INC.",S-1,2834.0,WORCESTER,MA,01605,2009,2009.0
92811,6470938,2009-10-09,1422220,Conquest Petroleum Inc,S-1,1382.0,SPRING,TX,77386,2009,2009.0
92813,6471529,2009-10-09,1071840,"NEW ENERGY TECHNOLOGIES, INC.",S-1,2860.0,WASHINGTON,DC,20036,2009,2009.0
92814,6470269,2009-10-09,1420720,"iBio, Inc.",S-1,2834.0,NEWARK,DE,19711,2009,2009.0
92816,6470279,2009-10-09,1010470,PROVIDENT FINANCIAL HOLDINGS INC,S-1,6035.0,RIVERSIDE,CA,92506,2009,2009.0
92818,6470545,2009-10-09,1028918,PACIFIC PREMIER BANCORP INC,S-1,6022.0,COSTA MESA,CA,92626,2009,2009.0
92823,6470134,2009-10-09,837010,ING LIFE INSURANCE & ANNUITY CO,S-1,6311.0,WINDSOR,CT,06095-4774,2009,2009.0
92827,6468914,2009-10-08,1473227,"Birds Eye Foods, Inc.",S-1,,ROCHESTER,NY,14602-0670,2009,
92842,6468107,2009-10-07,812796,"SOLIGENIX, INC.",S-1,2834.0,PRINCETON,NJ,08540,2009,2009.0
92844,6467493,2009-10-07,1473597,STR Holdings (New) LLC,S-1,,ENFIELD,CT,06082,2009,2010.0
92846,6467777,2009-10-07,865911,CASCADE BANCORP,S-1,6022.0,BEND,OR,97709,2009,2009.0
92853,6466377,2009-10-06,314227,"TOMI Environmental Solutions, Inc.",S-1,7340.0,BEVERLY HILLS,CA,90212,2009,2009.0
92855,6466035,2009-10-06,1124524,"Cryoport, Inc.",S-1,3086.0,LAKE FOREST,CA,92630,2009,2009.0
92856,6466548,2009-10-06,1082754,TEAM HEALTH HOLDINGS LLC,S-1,,CHICAGO,IL,60602,2009,2010.0
92863,6463678,2009-10-05,1403385,Symetra Financial CORP,S-1,6311.0,BELLEVUE,WA,98004-5135,2009,2010.0
92866,6463469,2009-10-05,1092562,WHISPERING OAKS INTERNATIONAL INC,S-1,3841.0,RICHMOND,A1,V6X 1X5,2009,2009.0
92868,6460420,2009-10-02,885988,INTEGRAMED AMERICA INC,S-1,8011.0,PURCHASE,NY,10577-2100,2009,2009.0
92870,6462786,2009-10-02,1473156,"Free For All, Inc",S-1,,MARLTON,NJ,08053,2009,
92871,6461272,2009-10-02,1196298,NEPHROS INC,S-1,3841.0,"RIVER EDGE,",NJ,07661,2009,2009.0
92872,6460510,2009-10-02,705200,PAB BANKSHARES INC,S-1,6022.0,VALDOSTA,GA,31602,2009,2009.0
92873,6461278,2009-10-02,1093728,PACIFIC FINANCIAL CORP,S-1,6022.0,ABERDEEN,WA,98502-5244,2009,2009.0
92874,6461290,2009-10-02,318299,"SPARTA COMMERCIAL SERVICES, INC.",S-1,6199.0,NEW YORK,NY,10018,2009,2009.0
92875,6462322,2009-10-02,1413119,"Kraig Biocraft Laboratories, Inc",S-1,2820.0,LANSING,MI,48933,2009,2009.0
92876,6461815,2009-10-02,1024657,WEST CORP,S-1,7389.0,OMAHA,NE,68154,2009,2009.0
92877,6461314,2009-10-02,1260996,AMERICAN DEFENSE SYSTEMS INC,S-1,3790.0,HICKSVILLE,NY,11801,2009,2009.0
92884,6458753,2009-10-01,1321646,Polymer Holdings LLC,S-1,2821.0,FORT WORTH,TX,76102,2009,2011.0
92902,6455962,2009-09-30,1366312,"Juhl Wind, Inc",S-1,8741.0,WOODSTOCK,MN,56186,2009,2009.0
92906,6455268,2009-09-30,1350770,Black Tusk Minerals Inc.,S-1,1400.0,VANCOUVER,A1,V6P5T2,2009,2009.0
92907,6455800,2009-09-30,904350,MOQIZONE HOLDING Corp,S-1,3826.0,NEWPORT BEACH,CA,92661-4198,2009,2009.0
92914,6454927,2009-09-29,1137091,FORMAT INC,S-1,7371.0,SAN CLEMENTE,CA,92672,2009,2009.0
92915,6454928,2009-09-29,1434830,GMS Capital Corp.,S-1,7372.0,MIAMI BEACH,FL,33139,2009,2009.0
92922,6453446,2009-09-29,1472595,"Accretive Health, Inc.",S-1,,CHICAGO,IL,60611,2009,2011.0
92934,6452506,2009-09-28,1436549,METHES ENERGIES INTERNATIONAL LTD,S-1,,BROOKLYN,NY,11201,2009,2013.0
92936,6451999,2009-09-28,808047,QKL Stores Inc.,S-1,5411.0,CHICAGO,IL,60661,2009,2009.0
92938,6452772,2009-09-28,1471968,Enzyme Bio Systems,S-1,,CHAGRIN FALLS,OH,44023,2009,2010.0
92951,6452296,2009-09-28,1341704,NEWEGG INC,S-1,,CITY OF INDUSTRY,CA,91745,2009,
92979,6452084,2009-09-28,1469115,"Gulf Shores Investments, Inc.",S-1,,SEMINOLE,FL,33772,2009,2010.0
93013,6452155,2009-09-28,1433607,"Saguaro Resources, Inc.",S-1,,DARLINGTON,X0,DL1 1EU,2009,2010.0
93048,6448964,2009-09-25,837010,ING LIFE INSURANCE & ANNUITY CO,S-1,6311.0,WINDSOR,CT,06095-4774,2009,2009.0
93061,6449315,2009-09-25,1168990,QUADRIGA SUPERFUND,S-1,6221.0,ST. GEORGE'S,J5,00000,2009,2009.0
93073,6448646,2009-09-24,1470129,"DESIGNER EXPORT, INC",S-1,,LUBLIN,R9,20-051,2009,2011.0
93083,6447910,2009-09-24,1444457,AIF Corp.,S-1,3674.0,PLAINVIEW,NY,11803,2009,
93087,6447973,2009-09-24,880643,GENTA INC DE/,S-1,2836.0,BERKELEY HEIGHTS,NJ,07922,2009,2009.0
93094,6448619,2009-09-24,1451980,BIOCANCELL THERAPEUTICS INC.,S-1,2834.0,JERUSALEM,L3,97775,2009,2010.0
93107,6446024,2009-09-23,1472847,SHARP PERFORMANCE INC,S-1,,NEW FAIRFIELD,CT,06812,2009,2012.0
93108,6446027,2009-09-23,1469284,"OICCO ACQUISITION I, INC.",S-1,,VERO BEACH,FL,32968,2009,2012.0
93112,6444813,2009-09-22,1376321,"ChinaNet Online Holdings, Inc.",S-1,7311.0,ALLEN,TX,75002,2009,2009.0
93116,6445111,2009-09-22,1084717,PACIFIC CONTINENTAL CORP,S-1,6021.0,EUGENE,OR,97401,2009,2009.0
93126,6443311,2009-09-21,1409941,Southfield Energy CORP,S-1,,HOUSTON,TX,77055,2009,2010.0
93130,6443362,2009-09-21,1471824,Teucrium Commodity Trust,S-1,,BRATTLEBORO,VT,05301,2009,2011.0
93136,6443212,2009-09-21,1096791,Oilsands Quest Inc,S-1,1090.0,CALGARY,A0,T2R 0C5,2009,2009.0
93137,6442957,2009-09-21,1472147,"Flameret, Inc.",S-1,,WATAGH,NY,11793,2009,2010.0
93140,6441287,2009-09-18,1472468,Goa Sweet Tours Ltd.,S-1,,GOA,K7,403716,2009,2010.0
93142,6441070,2009-09-18,881790,HF FINANCIAL CORP,S-1,6035.0,SIOUX FALLS,SD,57102,2009,2009.0
93145,6441104,2009-09-18,1470915,"SUNPEAKS VENTURES, INC.",S-1,,CALGARY,A0,T2S 0E4,2009,2011.0
93147,6441425,2009-09-18,1472494,"United States Brent Oil Fund, LP",S-1,,ALAMEDA,CA,94502,2009,2011.0
93149,6438941,2009-09-17,1472093,Athens Bancshares Corp,S-1,,ATHENS,TN,37371-0869,2009,2010.0
93151,6439735,2009-09-17,1162245,FPB BANCORP INC,S-1,6021.0,PORT ST. LUCIE,FL,34952,2009,2009.0
93153,6439763,2009-09-17,1471092,Versailles Financial Corp,S-1,,VERSAILLES,OH,45380,2009,2010.0
93162,6437400,2009-09-16,858800,EMCLAIRE FINANCIAL CORP,S-1,6021.0,EMLENTON,PA,16373,2009,2009.0
93163,6437658,2009-09-16,1471302,Ecochild Inc.,S-1,,CHARLESTOWN,MA,02129,2009,2010.0
93170,6437374,2009-09-16,1471727,"Sport Endurance, Inc.",S-1,,LAS VEGAS,NV,89109,2009,2010.0
93171,6435593,2009-09-15,1366340,Converted Organics Inc.,S-1,2870.0,BOSTON,MA,02110,2009,2009.0
93173,6436394,2009-09-15,1471266,"Harvard Illinois Bancorp, Inc.",S-1,,HARVARD,IL,60033,2009,2010.0
93177,6435666,2009-09-15,1316175,Anthera Pharmaceuticals Inc,S-1,,PLEASANTON,CA,94566,2009,2011.0
93183,6435985,2009-09-15,1471487,MEDISAFE 1 TECHNOLOGIES CORP,S-1,,JERUSALEM,L3,96926,2009,2011.0
93189,6436038,2009-09-15,1279704,"NOVELOS THERAPEUTICS, INC.",S-1,2834.0,NEWTON,MA,02458,2009,2009.0
93196,6434620,2009-09-14,1471088,"OBA Financial Services, Inc.",S-1,,GERMANTOWN,MD,20876,2009,2010.0
93199,6433871,2009-09-14,1413507,SYNERGY RESOURCES CORP,S-1,1382.0,PLATTEVILLE,CO,80651,2009,2009.0
93207,6434678,2009-09-14,1395942,"KAR Holdings, Inc.",S-1,5500.0,NEW YORK,NY,10022,2009,2009.0
93224,6431789,2009-09-11,1471944,"ALTIN:FUND, LIMITED PARTNERSHIP",S-1,,ROCHESTER,MI,48307,2009,
93225,6433070,2009-09-11,1471717,"Logan Sound, Inc.",S-1,,HAMILTON,A6,L8N 3W1,2009,2014.0
93241,6432482,2009-09-11,1471136,Tycore Ventures Inc,S-1,,REGINA,A9,S4S 3R9,2009,2010.0
93245,6431998,2009-09-11,1470795,"OmniAmerican Bancorp, Inc.",S-1,,FORT WORTH,TX,76107,2009,2010.0
93247,6430759,2009-09-10,1471842,Auto Networks International Corp,S-1,,TAICHUNG CITY,F5,402,2009,
93252,6430309,2009-09-10,1471458,"rue21, inc.",S-1,,WARRENDALE,PA,15086,2009,2010.0
93254,6431412,2009-09-10,1394779,"Exmovere Holdings, Inc.",S-1,6770.0,MCLEAN,VA,22102,2009,2009.0
93256,6430676,2009-09-10,1070045,"China Bio Energy Holding Group Co., Ltd.",S-1,2911.0,FT. LAUDERDALE,FL,33309,2009,2009.0
93257,6430952,2009-09-10,1203957,BIONOVO INC,S-1,2834.0,EMERYVILLE,CA,94608,2009,2009.0
93258,6430707,2009-09-10,789868,AMERICAN DAIRY INC,S-1,2020.0,SAN MARINO,CA,91108,2009,2009.0
93259,6428947,2009-09-09,1086142,ASIAN FINANCIAL INC,S-1,3555.0,RANCHO MIRAGE,CA,92270,2009,2009.0
93266,6428531,2009-09-09,1344413,Alexza Pharmaceuticals Inc.,S-1,2834.0,MOUNTAIN VIEW,CA,94043,2009,2009.0
93267,6428534,2009-09-09,1471265,"Northwest Bancshares, Inc.",S-1,,WARREN,PA,16365,2009,2010.0
